download,upload,ping,server,timestamp,bytes_sent,bytes_received,share,client
70808669.34502625,8209162.747298272,28.6,"{'url': 'http://vancnspd01.srvr.bell.ca:8080/speedtest/upload.php', 'lat': '49.2505', 'lon': '-123.1119', 'name': 'Vancouver, BC', 'country': 'Canada', 'cc': 'CA', 'sponsor': 'Bell Mobility', 'id': '17402', 'host': 'vancnspd01.srvr.bell.ca:8080', 'd': 6.471867863081015, 'latency': 28.6}",2020-04-10 13:22:21.585349,10362880,88784036,,"{'ip': '50.64.18.15', 'lat': '49.2666', 'lon': '-123.1976', 'isp': 'Shaw Communications', 'isprating': '3.7', 'rating': '0', 'ispdlavg': '0', 'ispulavg': '0', 'loggedin': '0', 'country': 'CA'}"
